Chemical_Name,Formula,RT,RI,RI Ref,CAS_Number,group,Similarity_to_Previous,Similarity_to_Next,MS_Peaks,File
Phenylalanine,,21.852,1936.15,,000063-91-2,39,0.004357970268404343,0.14536783398067454,"[(42, 92.2427), (51, 18.8374), (59, 92.2718), (63, 11.6242), (65, 69.9162), (70, 16.2937), (77, 36.4193), (78, 13.0481), (89, 25.1015), (90, 19.0059), (91, 570.3394), (92, 72.9609), (103, 113.4652), (104, 18.2884), (105, 17.0617), (116, 9.7587), (117, 44.7955), (118, 45.7848), (119, 57.6323), (121, 11.0477), (128, 76.1255), (131, 180.292), (132, 22.8093), (144, 15.0406), (146, 455.0167), (147, 39.6346), (161, 156.0877), (162, 999.0), (163, 115.9863), (164, 9.827), (178, 223.6463), (179, 25.5481)]",G25-AllBestHits.cef
Cysteine,,22.002,1944.169,,000052-90-4,40,0.14536783398067454,0.09650223358166443,"[(42, 161.7332), (59, 445.1781), (61, 70.6589), (89, 37.0516), (100, 146.2115), (103, 138.1762), (116, 233.087), (117, 358.0523), (132, 442.9549), (146, 482.7729), (160, 374.6017), (176, 904.5291), (192, 999.0), (193, 68.1692)]",G25-AllBestHits.cef
"Pentadecanoic acid, 14-methyl- (NIST)",C11H22O2,22.534,1972.686,,000110-42-9,42,0.0,0.4469819472772738,"[(43, 215.0432), (55, 174.3122), (69, 144.6619), (74, 999.0), (75, 187.063), (87, 746.392), (143, 282.2565)]",G22-AllBestHits.cef
Palmitelaidic acid (C16_1n-9c),,22.89,1988.494,,010030-73-6,42,0.4469819472772738,0.9974506412081705,"[(41, 474.7881), (42, 82.9107), (43, 398.8848), (53, 78.9863), (54, 237.3743), (55, 999.0), (56, 217.8397), (57, 293.5705), (59, 234.7651), (65, 32.8327), (66, 31.5163), (67, 511.9907), (68, 335.8093), (69, 727.4305), (70, 193.8307), (71, 154.9794), (72, 27.4036), (74, 989.8467), (75, 130.5597), (77, 37.2791), (78, 24.5387), (79, 189.8066), (80, 135.8259), (81, 497.5569), (82, 386.3671), (83, 758.5768), (84, 846.6034), (85, 183.7457), (87, 702.8105), (88, 67.0298), (91, 71.683), (92, 23.3908), (93, 123.7558), (94, 139.7296), (95, 536.8567), (96, 865.4259), (97, 804.9106), (98, 783.0796), (99, 101.1054), (101, 149.7115), (105, 33.1934), (107, 63.7229), (108, 79.4856), (109, 295.587), (110, 477.2818), (111, 393.9997), (112, 171.2142), (113, 107.8222), (114, 115.7353), (115, 167.0816), (119, 89.173), (120, 32.1449), (121, 92.8823), (122, 51.9264), (123, 418.87), (124, 256.493), (125, 211.47), (126, 45.9483), (127, 102.5043), (128, 110.2092), (133, 80.064), (134, 73.7676), (135, 94.1995), (136, 52.0354), (137, 277.4429), (138, 260.2483), (139, 140.0416), (141, 244.6028), (142, 38.1266), (143, 68.9252), (147, 50.367), (148, 61.0018), (151, 163.8788), (152, 463.5654), (153, 114.2865), (154, 17.1376), (155, 62.265), (161, 38.8002), (165, 94.7306), (166, 91.8902), (167, 27.35), (171, 31.4014), (172, 18.856), (179, 58.3814), (185, 26.6863), (186, 22.1248), (192, 149.0586), (193, 114.1059), (194, 501.7056), (195, 104.3349), (208, 45.4329), (218, 58.9376), (219, 39.7537), (225, 31.2403), (236, 570.6045), (237, 355.929), (238, 58.21), (268, 101.4342)]",G18-AllBestHits.cef
Palmitoleic acid (C16_1n-7c),,22.829,1988.521,,000373-49-9,42,0.9974506412081705,0.5050920012534486,"[(41, 484.1752), (42, 84.5286), (43, 414.7028), (53, 80.8902), (54, 243.8913), (55, 985.8641), (56, 214.3825), (57, 298.1351), (59, 243.6253), (65, 33.5246), (66, 32.5208), (67, 519.7434), (68, 338.7006), (69, 729.1421), (70, 201.7982), (71, 148.4561), (72, 30.1175), (74, 999.0), (75, 129.5797), (77, 45.1758), (79, 206.0068), (80, 146.0482), (81, 508.4792), (82, 394.5813), (83, 754.5478), (84, 846.1381), (85, 183.994), (87, 726.964), (88, 68.3359), (91, 73.4163), (92, 23.0149), (93, 119.8764), (94, 138.1374), (95, 554.732), (96, 855.5735), (97, 811.2362), (98, 785.8048), (99, 100.2992), (100, 26.7942), (105, 29.7048), (107, 67.8601), (108, 80.9333), (109, 312.3168), (110, 488.4403), (111, 403.041), (112, 169.1639), (113, 117.02), (114, 119.0638), (115, 167.6891), (119, 95.0382), (120, 31.9485), (121, 96.7041), (122, 51.9342), (123, 426.8173), (124, 253.1171), (125, 215.3607), (127, 106.6925), (128, 108.262), (129, 91.2143), (130, 21.6614), (133, 83.7019), (134, 83.254), (135, 101.2632), (136, 56.8922), (137, 289.401), (138, 273.0261), (139, 148.2991), (141, 245.1449), (142, 39.1362), (143, 77.7156), (147, 53.725), (148, 62.9721), (149, 54.486), (150, 28.9756), (151, 161.0523), (152, 488.9094), (153, 114.3372), (154, 17.1025), (155, 70.0019), (157, 21.7125), (165, 103.2974), (166, 102.8755), (167, 30.7232), (171, 30.6877), (172, 20.5415), (175, 29.3395), (179, 61.5062), (181, 19.9068), (185, 34.1027), (186, 20.2125), (192, 158.1457), (193, 118.2792), (194, 524.1337), (195, 102.6751), (200, 11.0423), (207, 82.194), (208, 48.2051), (218, 59.6683), (219, 48.2827), (225, 30.9561), (236, 605.0439), (237, 375.1956), (238, 59.0456), (268, 107.3366)]",G13-AllBestHits.cef
Palmitic acid (C16_0),,23.023,1998.935,,000057-10-3,42,0.9983138904356669,0.18120988970510588,"[(40, 0.5041), (41, 107.4675), (42, 26.6395), (43, 178.9766), (45, 5.6388), (53, 8.3112), (54, 10.6659), (55, 172.4404), (56, 36.743), (57, 111.3), (58, 8.0204), (59, 62.536), (60, 2.9126), (61, 0.9478), (65, 1.5975), (66, 1.8474), (67, 24.6914), (68, 13.8571), (69, 117.4709), (70, 23.1663), (71, 55.6596), (72, 4.6109), (74, 999.0), (75, 228.2988), (76, 14.9711), (77, 3.4861), (79, 9.6329), (80, 3.4309), (81, 25.972), (82, 13.6462), (83, 97.8268), (84, 46.8508), (85, 39.0282), (87, 759.8445), (88, 85.121), (89, 7.5167), (91, 1.3239), (93, 10.3691), (94, 2.7538), (95, 26.4736), (96, 13.511), (97, 83.2004), (98, 42.2773), (99, 9.1586), (100, 2.7044), (101, 84.5921), (102, 10.9429), (103, 0.3882), (107, 7.1342), (108, 2.9869), (109, 14.516), (110, 8.3644), (111, 32.5975), (112, 10.733), (113, 6.2058), (114, 1.7945), (115, 44.5851), (116, 17.0354), (117, 1.6984), (121, 7.6963), (122, 2.7309), (123, 7.499), (124, 3.6063), (125, 21.9916), (126, 5.9766), (127, 2.9436), (129, 115.446), (130, 29.5106), (131, 2.1319), (135, 7.101), (137, 5.5002), (138, 3.2056), (139, 9.7963), (140, 1.5962), (141, 2.0638), (143, 294.9749), (144, 41.5298), (145, 3.1063), (149, 6.4214), (151, 3.0414), (152, 3.4743), (153, 5.1439), (154, 1.9578), (157, 49.5452), (158, 7.2999), (159, 2.567), (163, 3.1918), (165, 1.9644), (166, 2.1747), (167, 3.5207), (168, 1.7322), (171, 96.5242), (172, 17.0913), (173, 1.1549), (177, 1.3151), (181, 1.7868), (182, 0.4973), (185, 101.537), (186, 19.0473), (187, 2.9449), (191, 2.48), (194, 6.4308), (195, 1.3419), (196, 4.2862), (197, 1.2235), (199, 92.385), (200, 18.5429), (201, 1.0167), (205, 0.6872), (209, 0.898), (213, 34.5545), (214, 9.6117), (219, 1.5333), (220, 0.8316), (221, 0.9151), (227, 183.193), (228, 39.7305), (229, 4.0087), (230, 0.6839), (237, 3.7515), (239, 83.6309), (240, 19.4314), (241, 53.5765), (242, 12.5211), (243, 1.9749), (270, 132.4443), (271, 35.0236), (272, 5.3655)]",GQC1-AllBestHits.cef
"1-Pentadecanal
(NIST)",,23.229,2016.36,,000011-01-4,43,0.18120988970510588,0.18627395320710183,"[(41, 378.3274), (43, 469.5224), (44, 149.4475), (54, 89.0332), (55, 499.0612), (56, 238.2472), (57, 748.6567), (66, 75.666), (67, 389.0216), (68, 480.4489), (69, 492.5295), (70, 263.3696), (71, 399.0821), (81, 442.2798), (82, 999.0), (83, 502.7696), (95, 438.0147), (96, 708.2064), (97, 417.2515), (109, 239.738), (110, 267.8231), (111, 217.5269), (123, 166.7778), (124, 178.8541)]",G18-AllBestHits.cef
"Hexadecanoic acid, 15-methyl- (NIST)",,23.717,2059.248,,000506-12-7,43,0.18627395320710183,0.9407768573943623,"[(41, 103.0198), (42, 26.3867), (43, 210.6588), (55, 173.678), (56, 51.2308), (57, 151.3031), (59, 53.0293), (67, 28.3172), (69, 139.5896), (71, 65.1548), (73, 21.2075), (74, 999.0), (75, 206.755), (83, 112.2547), (87, 761.2148), (88, 70.2048), (97, 119.889), (98, 39.6761), (109, 26.6893), (111, 54.4954), (116, 32.0878), (125, 30.2098), (143, 306.0466), (144, 29.1093), (157, 44.4091), (171, 33.1038), (172, 11.8499), (185, 150.4488), (199, 149.2232), (200, 24.3018), (213, 22.9445), (227, 39.5572), (241, 322.4797), (242, 55.6975), (243, 7.4224), (253, 23.6985), (255, 44.3146), (284, 159.9791), (285, 31.4109)]",G25-AllBestHits.cef
Margaric acid (C17_0),,24.173,2099.294,,000506-12-7,43,0.9445530754740961,0.17067684989571585,"[(41, 95.8479), (42, 21.4643), (43, 172.1151), (44, 7.0722), (53, 6.6316), (54, 9.7849), (55, 157.0571), (56, 31.9628), (57, 115.7886), (59, 53.0376), (67, 22.6726), (68, 11.9834), (69, 112.6247), (70, 21.6881), (71, 57.7868), (74, 999.0), (75, 211.8856), (79, 7.3348), (81, 24.0787), (82, 11.6795), (83, 85.3694), (84, 37.4638), (85, 33.5627), (87, 750.3413), (88, 65.2154), (89, 5.2012), (93, 7.1511), (95, 21.1674), (96, 10.7517), (97, 78.8963), (98, 37.5765), (99, 10.0063), (101, 78.6321), (107, 7.1397), (109, 14.2372), (110, 5.9274), (111, 32.4427), (113, 5.5669), (115, 31.6489), (116, 14.7008), (121, 8.5058), (123, 7.5719), (125, 16.5071), (129, 114.8721), (130, 32.1797), (139, 9.2886), (143, 308.9613), (144, 31.9528), (157, 41.6358), (171, 33.3216), (172, 11.5768), (185, 147.6871), (186, 23.4702), (199, 141.3685), (200, 20.2511), (213, 28.3387), (227, 41.4792), (228, 8.2764), (241, 240.583), (242, 41.4105), (243, 4.5077), (246, 6.9921), (253, 94.5666), (254, 18.4384), (255, 64.1143), (256, 11.1969), (284, 193.6101), (285, 39.619), (286, 4.4993)]",G18-AllBestHits.cef
Unknown RT 24.45,,24.446,2120.144,,000011-01-4,44,0.17067684989571585,0.7062247861813501,"[(41, 322.9635), (42, 65.0565), (43, 505.2491), (44, 129.5289), (45, 59.1944), (54, 87.101), (55, 484.9925), (56, 186.1928), (57, 732.8814), (66, 79.0751), (67, 375.8402), (68, 463.2461), (69, 413.8819), (70, 208.4227), (71, 402.183), (72, 70.0284), (81, 448.1976), (82, 999.0), (83, 689.9966), (84, 149.0943), (85, 239.1422), (95, 433.2508), (96, 814.6817), (97, 491.208), (98, 106.2354), (99, 74.4509), (109, 238.5504), (110, 259.6276), (111, 219.9493), (112, 60.0818), (123, 165.5598), (124, 198.6673), (137, 119.4117), (138, 164.4905), (152, 68.7139), (194, 52.2594), (224, 47.6562)]",G25-AllBestHits.cef
Elaidic acid,,25.288,2184.031,,000693-72-1,44,0.7062247861813501,0.9815003355813859,"[(41, 444.8526), (42, 79.4694), (43, 382.7534), (45, 19.7018), (53, 60.6979), (54, 215.0417), (55, 999.0), (56, 242.0888), (57, 311.1877), (58, 16.7111), (59, 180.8188), (65, 24.1679), (66, 23.3425), (67, 432.0554), (68, 306.2435), (69, 880.7131), (70, 231.3956), (71, 152.6103), (72, 18.4494), (73, 67.1662), (74, 816.1597), (75, 117.5633), (77, 26.0667), (79, 130.5646), (80, 83.7411), (81, 502.1792), (82, 372.2575), (83, 837.908), (84, 727.3684), (85, 165.2243), (87, 667.4084), (88, 60.707), (91, 49.7389), (92, 15.6348), (93, 90.1512), (94, 104.7114), (95, 419.0701), (96, 767.4892), (97, 864.41), (98, 720.7144), (99, 101.5061), (100, 20.3018), (101, 144.9166), (102, 15.0808), (105, 33.1518), (106, 14.293), (107, 73.7305), (108, 80.2387), (109, 282.3077), (110, 459.5453), (111, 469.1388), (112, 184.9489), (113, 77.0846), (114, 93.926), (115, 147.3982), (116, 24.1947), (119, 83.6199), (120, 28.1313), (121, 115.3574), (122, 53.6325), (123, 359.3301), (124, 265.7651), (125, 262.3472), (126, 59.0482), (127, 77.2906), (128, 104.7809), (129, 98.2146), (130, 27.2621), (133, 83.2656), (134, 88.9342), (135, 118.3068), (136, 39.851), (137, 239.5792), (138, 214.1711), (139, 158.5511), (140, 31.8563), (141, 176.123), (142, 32.7131), (143, 97.5855), (144, 15.3485), (147, 67.4063), (148, 75.1282), (149, 79.3232), (150, 34.3399), (151, 169.6066), (152, 203.1308), (153, 100.9623), (154, 16.6661), (155, 44.5051), (156, 9.6728), (157, 34.2171), (161, 44.6625), (162, 22.9308), (163, 41.0844), (164, 33.6932), (165, 107.8778), (166, 166.1933), (167, 65.9728), (169, 69.2641), (171, 23.7972), (175, 34.9574), (179, 67.3583), (180, 311.5641), (181, 69.4168), (182, 13.2745), (183, 49.1723), (185, 18.2615), (189, 19.632), (191, 14.4641), (193, 55.1619), (194, 52.6116), (195, 19.477), (197, 10.7241), (199, 31.3667), (200, 18.2172), (207, 59.0596), (208, 42.4743), (209, 20.0429), (213, 27.4162), (214, 16.8432), (220, 124.9006), (221, 126.6158), (222, 406.7345), (223, 92.1908), (224, 9.874), (235, 81.4364), (236, 49.7906), (246, 51.4067), (247, 29.3057), (253, 30.9169), (263, 2.7903), (264, 692.1124), (265, 479.1063), (266, 81.0355), (267, 13.087), (296, 106.0138), (297, 24.1434)]",G10-AllBestHits.cef
Oleic acid (C18_1n-9c),,25.38,2184.368,,000112-62-9,44,0.9815003355813859,0.9879787484296432,"[(41, 469.1246), (42, 74.118), (43, 391.8942), (54, 193.6738), (55, 999.0), (56, 239.2742), (57, 327.0255), (59, 197.8917), (67, 400.481), (69, 908.8035), (70, 224.6803), (71, 148.9015), (74, 795.0788), (75, 121.0225), (81, 472.9926), (82, 376.5813), (83, 825.7384), (84, 725.4411), (87, 624.0211), (93, 75.823), (94, 103.0394), (95, 418.2903), (96, 772.6561), (97, 843.9055), (98, 681.0955), (99, 85.5466), (107, 70.0361), (108, 78.8194), (109, 271.1484), (110, 446.2496), (111, 473.5827), (112, 178.5065), (113, 62.3787), (114, 86.8564), (119, 82.5455), (121, 99.9446), (123, 347.0099), (124, 248.0058), (125, 253.6448), (128, 99.6946), (129, 83.3849), (134, 82.7641), (137, 240.0867), (138, 210.687), (139, 146.9921), (141, 175.3479), (151, 153.1448), (152, 186.7598), (153, 89.5698), (166, 167.3171), (167, 55.7066), (180, 303.5282), (220, 109.4248), (221, 118.5818), (222, 378.2154), (223, 79.5963), (264, 636.2976), (265, 418.1782), (296, 97.7041)]",GQC2-AllBestHits.cef
Stearic acid (C18_0),,25.52,2372.115,,000057-11-4,45,0.48640730654559894,0.0963984301918962,"[(41, 96.3294), (42, 21.1834), (43, 181.9132), (44, 6.3136), (45, 5.1896), (53, 6.2619), (54, 10.589), (55, 163.3635), (56, 32.9197), (57, 128.9529), (58, 8.5697), (59, 48.5772), (60, 2.5175), (61, 1.525), (67, 25.3654), (68, 13.5144), (69, 122.4267), (70, 24.323), (71, 64.6548), (72, 4.716), (73, 4.7387), (74, 999.0), (75, 234.4507), (79, 8.1169), (81, 27.2623), (82, 13.31), (83, 96.4998), (84, 40.9471), (85, 38.3144), (87, 773.0399), (88, 67.6022), (89, 5.5355), (93, 8.5306), (95, 27.7027), (96, 12.6692), (97, 92.2141), (98, 40.3828), (99, 11.1938), (101, 83.8052), (102, 8.6845), (107, 7.8191), (109, 16.3633), (110, 7.7129), (111, 41.2592), (113, 6.5787), (115, 31.2642), (116, 14.7376), (121, 10.9687), (122, 1.9326), (123, 10.5268), (124, 5.158), (125, 20.6099), (129, 106.1947), (130, 30.7486), (135, 10.1801), (137, 5.2614), (138, 3.8818), (139, 11.342), (143, 341.78), (144, 36.2336), (145, 3.1573), (149, 7.6476), (152, 2.7617), (153, 7.0938), (157, 58.8974), (158, 8.773), (167, 4.5267), (171, 29.5458), (172, 7.0928), (185, 78.6759), (186, 17.3371), (187, 2.0175), (199, 194.4336), (200, 28.9235), (213, 72.0368), (214, 11.4314), (222, 4.6882), (224, 3.4788), (227, 26.2297), (228, 5.3489), (241, 58.4939), (242, 11.6657), (255, 260.9554), (256, 47.8993), (257, 5.0988), (267, 91.4224), (268, 18.7997), (269, 51.412), (270, 10.3534), (298, 236.5451), (299, 50.2858), (300, 6.0275)]",G37-AllBestHits.cef
"gamma-Linolenic acid (C18_3n-6,9,12c)",,25.591,2372.775,,000506-26-3,45,0.9822658075553019,0.03218333720237365,"[(41, 367.2556), (55, 555.9655), (65, 59.7902), (67, 957.2572), (68, 301.4575), (69, 298.3417), (77, 185.2876), (79, 999.0), (80, 462.8555), (81, 892.652), (82, 425.9781), (91, 259.9524), (93, 573.2204), (94, 304.5274), (95, 883.8313), (96, 375.7364), (107, 289.3363), (108, 485.6953), (109, 347.7755), (110, 135.7867), (121, 267.5094), (122, 179.099), (123, 155.5182), (136, 179.2119), (149, 197.257), (174, 69.6459), (292, 46.5047)]",G27-AllBestHits.cef
Ornithine,,26.082,2376.996,,000070-26-8,46,0.03218333720237365,0.1083061409302084,"[(41, 24.8124), (42, 50.2493), (43, 21.461), (44, 36.733), (45, 6.1693), (53, 4.4941), (54, 5.7258), (55, 11.0027), (56, 32.5753), (57, 6.4841), (58, 8.4859), (59, 83.6175), (60, 3.9828), (68, 30.0102), (69, 45.6255), (70, 27.7031), (71, 4.492), (72, 2.1361), (74, 5.8137), (78, 6.3895), (82, 27.5808), (83, 8.8815), (84, 25.3869), (85, 13.5093), (87, 9.3746), (88, 138.134), (89, 10.8199), (90, 2.5192), (95, 10.0405), (96, 57.6692), (97, 9.5524), (100, 12.7953), (101, 66.883), (102, 18.5289), (103, 8.6174), (110, 8.6185), (111, 28.3051), (112, 7.354), (113, 2.6026), (114, 22.8585), (115, 78.9442), (116, 24.2541), (117, 3.8102), (126, 20.9495), (127, 43.4078), (128, 999.0), (129, 75.4916), (130, 6.7778), (138, 1.8185), (139, 70.4191), (140, 6.4147), (141, 8.7728), (142, 14.1306), (143, 48.1833), (144, 3.836), (146, 17.9138), (147, 42.8373), (148, 2.5653), (155, 7.5321), (156, 2.2401), (160, 2.1213), (166, 7.9779), (170, 5.8907), (171, 48.065), (172, 4.6365), (174, 2.1099), (185, 4.8793), (186, 18.7875), (187, 5.3031), (198, 94.8269), (199, 20.1035), (200, 2.3257), (230, 115.0135), (231, 26.6989), (232, 3.3116)]",G8-AllBestHits.cef
